,Data ora,Anno,Mese,Giorno,Ora,PDMM,PDMF
284,2021-01-12 20:00:01.410,2021,1,12,20,0.0019635278431053642,0.006794373844861137
285,2021-01-12 21:00:01.415,2021,1,12,21,0.0018402291450255624,0.006367724713156472
286,2021-01-12 22:00:01.420,2021,1,12,22,0.0015913051087074793,0.005506375602342722
287,2021-01-12 23:00:01.425,2021,1,12,23,0.001296097882585488,0.0032235558618750157
288,2021-01-13 00:00:01.430,2021,1,13,0,0.0010486072845780176,0.002608016110838263
289,2021-01-13 01:00:01.435,2021,1,13,1,0.0008838163534314951,0.002198160667650948
290,2021-01-13 02:00:01.440,2021,1,13,2,0.0007946723507572549,0.0019764484989694326
291,2021-01-13 03:00:01.445,2021,1,13,3,0.0007542900371635136,0.0018760126866359504
292,2021-01-13 04:00:01.450,2021,1,13,4,0.0007494819867322517,0.0018640544700844603
293,2021-01-13 05:00:01.455,2021,1,13,5,0.0008110345293650855,0.0020171432624383014
294,2021-01-13 06:00:01.460,2021,1,13,6,0.0010063499887455476,0.002502916985596261
295,2021-01-13 07:00:01.465,2021,1,13,7,0.0012949907234722244,0.004481042187302124
296,2021-01-13 08:00:01.470,2021,1,13,8,0.0013854129220423964,0.004484466687009666
297,2021-01-13 09:00:01.475,2021,1,13,9,0.0014203965422909914,0.004597705763316636
298,2021-01-13 10:00:01.480,2021,1,13,10,0.001400031513372415,0.0045317858543044475
299,2021-01-13 11:00:01.485,2021,1,13,11,0.0014000541147060886,0.004531859012946416
300,2021-01-13 12:00:01.490,2021,1,13,12,0.0014465508932887071,0.004682365227584304
301,2021-01-13 13:00:01.495,2021,1,13,13,0.0014577931226813085,0.004718755391409627
302,2021-01-13 14:00:01.500,2021,1,13,14,0.00144904273382688,0.004690431108669275
303,2021-01-13 15:00:01.505,2021,1,13,15,0.0014169582000442922,0.004586576134728265
